"year","source","paper_id","discipline","title_data","type","author1_data"
"            2006","          SPE ","          101219-MS ","reservoir","Reservoir Fluid Analysis Using PVT Express","          Conference Paper","Khan, Ifadat Ali, Schlumberger"
"            2002","          ISOPE ","          P-02-035 ","other","""Diving Beetle""-Testbed For AUV Control Development","          Conference Paper","Nakamura, M., Kyushu University"
"            2004","          PETSOC ","          2004-164 ","reservoir","Parameter Sensitivity Study of a Statistical Technique for Fast Infill Evaluation of Mature Tight-Gas Reservoirs","          Conference Paper","Guan, L., Texas A&M University"
"            2012","          ISOPE ","          I-12-248 ","drilling","Use of Vertical Electrical Sounding (VES) Method As an Alternative to Standard Penetration Test (SPT)","          Conference Paper","Syed, Baharom Azahar, Civil Engineering Department, University Technology PETRONAS"
"            2002","          SPWLA ","          2002-KK ","reservoir","Porosity Analysis Using Borehole Electrical Images In Carbonate Reservoirs","          Conference Paper","Tyagi, Anil Kumar, Oil & Natural Gas Corporation Ltd."
"            1999","          SPE ","          52224-MS ","reservoir","Reservoir Management Using Production Data","          Conference Paper","Soeriawinata, T., University of Tulsa"
"            2002","          ISOPE ","          I-02-428 ","drilling","Penetration Control By Monitoring Molten Pool Oscillation In TIG Arc Welding","          Conference Paper","JU, Jianbin, Department of Science and Technology, Keio University"
"            2014","          URTEC ","          1914612-MS ","reservoir","Rock Physics Diagnostics and Modeling for Shale Gas Formation Characterization in China","          Conference Paper","Yu, Gang, BGP Inc., CNPC,P.R. China"
"            2014","          IPTC ","          17444-MS ","drilling","Semi-Automatic Facies Up-scaling Technique for Litho-Seismic Classification - Application to a field located in Western Offshore Africa","          Conference Paper","Sengupta, Shiladitya, Total"
"            2011","          SEG ","          2011-0965 ","geophysics","Automatic Horizon Picking In 3D Seismic Data Using Optical Filters And Minimum Spanning Tree (Patent Pending)","          Conference Paper","Yu, Yingwei, Seismic Micro-Technology, Inc."
"            2015","          ISOPE ","          I-15-461 ","geophysics","Experimental Investigation on Wave Overtopping and Height along Vertical Wall for Obliquely Incident Waves","          Conference Paper","Kim, Young-Taek, Korea Institute of Civil and Building Technology (KICT)"
"            2015","          ISOPE ","          I-15-850 ","geophysics","An Absolute Magnetic Rotary Encoder Based on Kalman Filter","          Conference Paper","Wang, Qi, University of Science & Technology Beijing"
"            2014","          ISRM ","          SBMR-2014-036 ","reservoir","Research on Rock Mass Parameters Determination and Failure Mechanism Simulation of Pingshuo East Surface Mine Slope","          Conference Paper","Wei, Zhao, University of Science and Technology Beijing"
"            2016","          SPE ","          184055-MS ","reservoir","Evaluating the Effectiveness of an Engineered Completion Design Based on Lateral Reservoir Characterization in Unconventional Resource Plays: An Eagle Ford Case Study","          Conference Paper","Sarmah, B. B., Halliburton"
"            2016","          ISOPE ","          I-16-472 ","other","On the Influence of Alloying and Micro Alloying on the Structure and Characteristics of New High-Strength Steels","          Conference Paper","Layus, Pavel, Lappeenranta University of Technology (LUT)"
"            2011","          ISRM ","          12CONGRESS-2011-027 ","reservoir","Shear Failure Mechanism in Oil Wells Due to Reservoir Compaction “A Case Study in Gachsaran Formation, Iran”","          Conference Paper","Gorjian, M., University of Tehran"
"            2010","          SPE ","          142836-MS ","reservoir","Comparison of Core/Log and Well Test Permeabilities - A Closer Look ""Sawan Tight Sands""","          Conference Paper","Ahmed, Amir Riaz, OMV Pakistan, Islamabad"
"            2012","          OTC ","          23681-MS ","reservoir","Reservoir Geophysics in Brazilian Pre-Salt Oilfields","          Conference Paper","Johann, Paulo Roberto, Petrobras S.A."
"            2010","          ISRM ","          ISRS-2010-038 ","drilling","Relationship Between Rock Stress And Failure of Underground Cavern?s Wall Rock At River Valley With ?V? Shape","          Conference Paper","Jiang, Quan, Institute of Rock and Soil Mechanics, Chinese Academy of Sciences"
"            2013","          URTEC ","          1580211-MS ","reservoir","Geologic Controls on Oil Production from the Niobrara Formation, Silo Field, Laramie County, Wyoming","          Conference Paper","Welker, Carrie, University of Utah"
"            2015","          SEG ","          2015-5918027 ","geophysics","Seismic Spectral Attributes of Apparent Attenuation: Part 2 - Application","          Conference Paper","Li, Fangyu, The University of Oklahoma"
"            2007","          ISRM ","          11CONGRESS-2007-246 ","geology","Dynamic Brazilian Splitting And Spalling Tests For Granite","          Conference Paper","Zhou, Zilong, School of Civil and Environmental Engineering, Nanyang Technological University"
"            2009","          OTC ","          19984-MS ","geophysics","Prospect Exploration Risking Using Modern Geophysical Technology","          Conference Paper","Moreno, Carlos E., Fusion Petroleum Technologies"
"            1997","          OTC ","          8567-MS ","geophysics","Joint Inversion Of Resistivity Logs: Limits And Possibilities","          Conference Paper","Strack, K.M., Western Atlas Logging Services"
"            2000","          SPE ","          64660-MS ","reservoir","Reservoir Management in Maturing Oil Field","          Conference Paper","Pan, Zhijian, Research Institute of Petroleum Exploitation and Production"
"            2010","          SPE ","          130135-MS ","flow assur","Novel Predictive Tool for an Accurate Estimation of the Saturated Water Content of Sour Natural Gases","          Conference Paper","Bahadori, Alireza,"
"            1996","          ISRM ","          EUROCK-1996-176 ","stimulation","A New System of a Grouting Control Process Using a Fuzzy Logic Approach","          Conference Paper","Zettler, A.H., Vienna University of Technology"
"            1996","          ARMA ","          96-1479 ","reservoir","Research On the Mechanics of Clayed Rocks In the French Program On Radioactive Waste Disposal In Deep Geological Formations","          Conference Paper","Lebon, P., National Radioactive Waste Management Agency"
"            2009","          SEG ","          2009-4189 ","geophysics","Automatic First Break Picking In VSP Data Using Fuzzy Logic Systems","          Conference Paper","López, Crucelis ""Cucha"", Simón Bolívar University"
"            2014","          SEG ","          2014-0355 ","digital|wireless|AVO|pattern|Quantization","Strategies to Preserve the Data Fidelity at Far Offset","          Conference Paper","Zhang, Bo, The University of Oklahoma"
"            2016","          SPE ","          183011-MS ","reservoir","An Effective Approach for Uncertainty Analysis and Workflow Optimization in Undeveloped Reservoir","          Conference Paper","Buzdar, Mudassir, Abu Dhabi Company for Onshore Petroleum Operations ADCO"
"            2010","          SPE ","          131363-MS ","reservoir","An Integrated Method for Well Deliverability Forecasting: A Field Example In ShengLi Oilfield","          Conference Paper","Xie, Yun, ShengLi Oilfield Company"
"            2012","          ISRM ","          ARMS7-2012-090 ","surface","Characterization of Rock Mass Structure and Stability Analysis of Tunnel Using GeoSMA-3D Modeling","          Conference Paper","Wang, Shuhong, Northeastern University"
"            2014","          SPE ","          170718-MS ","reservoir","Engineered Completion Workflow Increases Reservoir Contact and Production in the Wolfcamp Shale, West Texas","          Conference Paper","Ajisafe, Foluke Ojuekanmi, Schlumberger"
"            2004","          SPE ","          88687-MS ","reservoir","Electrical Resistivity and Gamma-Ray Logs: Two Physics for Two Permeability Estimation Approaches in Abu Dhabi Carbonates","          Conference Paper","Al-Farisi, Omar, ADMA-OPCO"
"            1994","          WPC ","          26138 ","drilling","[4]6 Advanced Realtime Drilling Control by Application of an EM-MWD System","          Conference Paper","Wasada, H.,"
"            2012","          SPE ","          151996-MS ","drilling","Petrophysical Properties Evaluation of Tight Gas Sands Using NMR and conventional logs","          Conference Paper","Hamada, Gharib,"
"            2011","          SPE ","          142014-MS ","surface","Identification of HSE Leading Indicators Using Regression Analysis","          Conference Paper","Jablonowski, Christopher J., U. of Texas at Austin"
"            2013","          SPE ","          166360-MS ","drilling","Geological and Geophysical Integration to Predict Key Carbonate Reservoir Properties and Heterogeneities in a Large Offshore Middle Eastern Carbonate Field","          Conference Paper","Philippe, Kara, Total"
"            2010","          SPE ","          140610-MS ","drilling","Effect of Sand Production on Pressure Drop for Vertical Wells in Gas Storage Reservoir","          Conference Paper","Olufemi, Adekomaya, University of Lagos, Nigeria"
"            2013","          SEG ","          2013-0487 ","geophysics","Surface Wave Attenuation Using the Shearlet and TT Transforms","          Conference Paper","Wang, Deying, China University of Petroleum"
"            2012","          ISOPE ","          I-12-567 ","drilling","Hull Form Design And Preliminary Evaluation of a Surface Planing Submersible Ship","          Conference Paper","Zheng, Yi, College of Naval Architecture and Power, Naval University of Engineering"
"            2013","          SEG ","          2013-0271 ","drilling","Application of the New Gassmann Theory in Seismic Modeling of Selected Gas Reservoirs, Offshore Netherlands.","          Conference Paper","Auduson, Aaron E., Delft University of Technology"
"            2002","          SPE ","          78533-MS ","reservoir","Saturation Evaluation in Micritic Reservoirs: Raising to the Challenge","          Conference Paper","Petricola, Mario J.C., Schlumberger"
"            1995","          ISOPE ","          I-95-300 ","surface","Analysis of Acoustic Signals On CO2 Arc Welding","          Conference Paper","Koga, H., Industrial Technology Center for Yamaguchi Prefecture"
"            2010","          SEG ","          2010-0895 ","geophysics","Constrained Inversion of Magnetotelluric Data Using Parallel Simulated Annealing Algorithm And Its Application","          Conference Paper","Zuzhi, Hu, BGP, CNPC"
"            2010","          SPE ","          131195-MS ","reservoir","Simulation Workflow Development - Capturing Formation Damage Aspects During a Field","          Conference Paper","Dahle Smith, Haakon, Britannia Operator Ltd."
"            2010","          ISRM ","          ARMS6-2010-021 ","petrophysics","A New Empirical Approach For Prediction Of Rock Mass Strength Based On A Strength Reducing Curve Zone Instead Of Unique Strength Reducing Curve","          Conference Paper","Sonmez, H., Hacettepe University, Department of Geological Engineering, Applied Geology Division"
"            2015","          SEG ","          2015-5734796 ","reservoir","Rock Physics Diagnostics and Modeling for Shale Gas Formation Characterization in China","          Conference Paper","Yu, Gang, BGP"
"            2014","          SPE ","          168989-MS ","reservoir","Statistical Reverse Model to Predict Mineral Composition and TOC Content of Marcellus Shale","          Conference Paper","Wang, G., University of Chinese Academy of Sciences, Beijing, China"
"            2001","          SPE ","          69480-MS ","reservoir","Estimation of Reservoir Net Thickness Using Seismic Facies and Well Data in Middle Miocene Incised Valley Deposits of the Oficina FM. Oritupano Area, Eastern Venezuela","          Conference Paper","Azalgara, C., Perez Companc"
"            2015","          ISOPE ","          I-15-202 ","drilling","Development of X60 and X100 Linepipe Steels with High Deformation Capacity for Strain-based Design","          Conference Paper","Bae, Jin-ho, Technical Research Laboratories, POSCO"
"            2015","          OTC ","          25579-MS ","drilling","Gas Bearing Prospect Identification by Integrated Seismic and Petrophysical Interpretation Using Effective Pore Space Approach","          Conference Paper","Nooraiepour, Mohammad, Gubkin Russian State University of Oil and Gas"
"            2001","          ISRM ","          ARMS2-2001-084 ","drilling","Optimization of Replacement Scheme of Soft Rock Mass At Large Cavern Group Using Evolutionary Finite Element Method","          Conference Paper","Honggang, An, Institute of Rock and Soil Mechanics, The Chinese Academy of Science"
"            2017","          SPE ","          189099-MS ","drilling","De-Risking Reservoir Development Using Seismic Inversion: Implication for Reserves Estimation and Well Placement Optimization","          Conference Paper","Chudi, Obinna,"
"            2000","          OTC ","          11956-MS ","digital|wireless|AVO|pattern|Quantization","Data Integration Realizes the Promise of Multidisciplinary Efforts","          Conference Paper","Bashore, William M., Reservoir Characterization Research and Consulting Inc."
"            2009","          ISOPE ","          I-09-109 ","digital|wireless|AVO|pattern|Quantization","Shape Optimization of Double Bottom Structure In Cooperation With Individual Mesh Sub-division And Multi-point Constraint","          Conference Paper","Kitamura, Mitsuru, Graduate School of Engineering, Hiroshima University. Kagamiyama, Higashi-Hiroshima, Hiroshima, Japan"
"            2001","          SPE ","          68935-MS ","production","Achieving High Rate Completions with Innovative Thru-Tubing Sand Control","          Conference Paper","Bell, Thomas A. Jr., Conoco Inc."
"            2013","          SPE ","          167558-MS ","reservoir","Insights from the 3D Modeling of a Densely Faulted, Stacked Reservoir System","          Conference Paper","Oluseyi, Ekanem, SPDC"
"            2013","          SPE ","          166052-MS ","geology","Optimized Modeling Workflows for Designing Passive Flow Control Devices in Horizontal Wells","          Conference Paper","Gurses, Sule Fatma, Schlumberger"
"            2012","          SEG ","          2012-0398 ","drilling","A Dip-Spreading Method for Horizon Tracking Based on Plane-Wave Destruction Technique","          Conference Paper","Maoshan, Chen, BGP, CNPC"
"            2013","          ISRM ","          EUROCK-2013-078 ","surface","A Study on Shear Characteristics of a Smooth Rock Surface under Different Thermal, Hydro and Mechanical Conditions","          Conference Paper","Kim, T., Department of Energy Resources Engineering, Seoul National University"
"            2012","          SEG ","          2012-1394 ","reservoir","Seismic Interpretation of Tectono-Sedimentary Framework of a Continental Rift Basin: A Case Study of Ed3 Member, Dongying Formation, Paleogenge, in QHD29-2 Block, Bohai Bay, China","          Conference Paper","Zhu, Hongtao, The University of Texas at Austin"
"            2008","          SPE ","          117570-MS ","stimulation","Observations From Tight Gas Reservoir Stimulations in the Rocky Mountain Region","          Conference Paper","Borchardt, Erik Stephen, Schlumberger"
"            1998","          SPE ","          47363-MS ","reservoir","Dielectric Permittivity of Shales as a Measure of their Physico-Chemical Sensitivity","          Conference Paper","Fam, M.A., Porous Media Research Institute, PMRI, University of Waterloo"
"            2015","          SPE ","          177118-MS ","digital|wireless|AVO|pattern|Quantization","A Tuning Strategy to Align Static and Dynamic Modelling","          Conference Paper","Bourge, J. -P., Schlumberger"
"            2005","          SPE ","          94057-MS ","reservoir","Fluid-Flow Phenomenon in CT Using CFD","          Conference Paper","Rosine, Randy S., Halliburton Energy Services Group"
"            2015","          SPE ","          178319-MS ","digital|wireless|AVO|pattern|Quantization","Aquifer Matching With Material Balance Using Particle Swarm Optimization Algorithm – PSO","          Conference Paper","Ottah, D. G., ACE University of Port Harcourt"
"            2014","          SPE ","          171282-RU ","drilling","Optimization of Cement Spacer System for Zonal Isolation in High-Pressure High-Temperature Wells (Russian)","          Conference Paper","Tabatabaee Moradi, Seyyed Shahab, National University of Mineral Resources (Mining)"
"            2012","          SPE ","          151776-MS ","other","New Insights Into Clay Swelling: Supercritical CO2 Interaction With Montmorillonite","          Conference Paper","Al Otaibi, Fawaz Mohammed, Saudi Aramco"
"            2000","          NACE ","          00480 ","other","Process Management Using Software Systems","          Conference Paper","Hammonds, Paul, Baker Petrolite Ltd"
"            2010","          SPE ","          137126-MS ","drilling","An Integrated Single-Well Approach to Evaluating Completion Effectiveness and Reservoir Properties in the Wind Dancer Field","          Conference Paper","Cherian, Bilu Verghis, Schlumberger"
"            1997","          ISOPE ","          I-97-468 ","drilling","Monitoring of Molten Pool And Adaptive Control of Penetration In GTAW of Thin Mild Steel Plates","          Conference Paper","Suga, Y., Keio University"
"            2012","          SPE ","          151777-MS ","other","Supercritical CO2 Interaction with Montmorillonite Clay","          Conference Paper","Al Otaibi, Fawaz Mohammed, Saudi Aramco"
"            2017","          URTEC ","          2668955-MS ","stimulation","3D Reservoir Characterization and Integrated Completion Optimization for Understanding Horizontal Well Spacing, Frac Staging, and Well Performance in the Niobrara Formation, DJ Basin","          Conference Paper","Stephens, Meagan, Halliburton"
"            2012","          SPE ","          163032-MS ","surface","Economic Investigation and Statistical Database Development for the Oil and Gas Industry","          Conference Paper","Dosunmu, Adewale, University of Port Harcourt"
"            2014","          SPE ","          171282-MS ","drilling","Optimization of Cement Spacer System for Zonal Isolation in High-Pressure High-Temperature Wells","          Conference Paper","Tabatabaee Moradi, Seyyed Shahab, National University of Mineral Resources (Mining)"
"            2011","          ISOPE ","          I-11-506 ","surface","Structural Optimization of Bridge Wing For Anti-Vibration Design Using Genetic Algorithm","          Conference Paper","Noguchi, Jun, Ship & Offshore Structure Company, Kawasaki Heavy Industries, Ltd"
"            2013","          OTC ","          24260-MS ","surface","Migration of oil and its subsurface expressions in the deep-water Gulf of Mexico","          Conference Paper","Diaz, Gustavo, Statoil"
"            2010","          SPE ","          134330-MS ","stimulation","Refracs: Why Do They Work, and Why Do They Fail in 100 Published Field Studies?","          Conference Paper","Vincent, Mike C., Insight Consulting"
"            1996","          SPE ","          35223-MS ","reservoir","CO2 Huff-n-Puff: Initial Results from a Waterflood SSC Reservoir","          Conference Paper","Wehner, S.C., Texaco Exploration and Production Inc."
"            2016","          SPE ","          183046-MS ","reservoir","Adapting Field Development Plan of Compartmentalized Oil Rim Reservoir with Significant Gas Cap and Water Aquifer - Case Study","          Conference Paper","Gazar, Ashraf Lotfy El, Abu Dhabi Company for Onshore Petroleum Operations Ltd."
"            2015","          SPE ","          177659-MS ","reservoir","Field Development and Optimization Plan for Compartmentalized Oil Rim Reservoir","          Conference Paper","El Gazar, Ashraf Lotfy, Abu Dhabi Company for Onshore Petroleum Operations Ltd. (ADCO)"
"            2010","          SPE ","          136659-MS ","reservoir","Case Studies Of Successfully History Matched Reservoir Simulation Models Using A Powerful Optimization Algorithm Being Of Limited Predictive Value","          Conference Paper","Kathrada, Muhammad, Saudi Aramco"
"            2002","          SPE ","          78340-MS ","logging","Model Identification with Fuzzy-Optimisation Techniques in Geological Data Mining","          Conference Paper","Finol, Jose, PDVSA Intevep"
"            2011","          SPE ","          144963-MS ","reservoir","Optimization of Solvent Additive SAGD Applications using Hybrid Optimization Techniques","          Conference Paper","Al-Gosayir, Muhammad, University of Alberta"
"            2017","          OTC ","          27866-MS ","drilling","Mooring Integrity and Machine Learning","          Conference Paper","Prislin, Igor, BMT Scientific Marine Services Inc."
"            1998","          NACE ","          98383 ","flow assur","Problems, Pitfalls and Probes: Welcome to the Jungle of Electrochemical Noise Technology","          Conference Paper","Edgemon, Glenn L., Lockheed Martin Hanford Co."
"            2011","          OTC ","          22413-MS ","production","Comparative Performance Assessment Study of a High-Speed Gamma-Densitometer in Horizontal and Vertical Multiphase Flows","          Conference Paper","Arubi, Tesi Isaac Marcus, BP Exploration Operating Co"
"            2007","          SPE ","          108655-MS ","production","Development of the Gryphon Field Massive Injection Wing - Technical Challenges and Risks","          Conference Paper","Hart, Nicholas John, Maersk Oil North Sea"
"            2012","          SPE ","          149787-MS ","drilling","Maximize Placement of Wells and Production in Unconventional Reservoirs: Part 2","          Conference Paper","Holdaway, Keith Richard, SAS Institute Inc."
"            2017","          OTC ","          27895-MS ","digital|wireless|AVO|pattern|Quantization","Using a Cognitive Analytic Approach to Enhance Cybersecurity on Oil and Gas OT Systems","          Conference Paper","Rosner, M., SparkCognition"
"            2015","          NACE ","          2015-5433 ","logging","Approaches to Probabilistic Assessment of Radioactive Waste Tank Integrity","          Conference Paper","Sridhar, N., DNV GL"
"            2017","          SPE ","          187929-MS ","other","PHA Based on First Principles Qualitative and Quantitative Models and Empirical Knowledge","          Conference Paper","Wu, Jing, Department of Electrical Engineering, Technical University of Denmark"
"            2015","          SPE ","          174614-MS ","drilling","Uncertainty Assessment of Chemical EOR in One of the Offshore Fields in Malaysia","          Conference Paper","Ghadami, Nader, PETRONAS Carigali Sdn. Bhd."
"            2003","          SPE ","          84886-MS ","stimulation","Characterizing Partially Fractured Reservoirs by Tracer Injection","          Conference Paper","Qasem, Fuad, Kuwait University"
"            2015","          PSIG ","          1506 ","other","Overview of Enbridge's Rupture Recognition Program","          Conference Paper","Di Blasi, Martin, Enbridge Pipelines Inc."
"            2008","          OTC ","          19596-MS ","other","Visualize the Opportunity From Prospect to Project","          Conference Paper","Love, Frank Ross, Shell International Exploration and Production Inc."
"            2001","          SPE ","          69440-MS ","reservoir","Emerging Technologies In Subsurface Monitoring Of Petroleum Reservoirs","          Conference Paper","Islam, M.R., Dalhousie University"
"            2016","          SPE ","          180333-MS ","stimulation","Physical and Mechanical Properties of Field-Generated Foam Cements: Implications for Cement Property Prediction and Modeling","          Conference Paper","Gieger, Connor, ORISE-NETL"
"            2015","          SPE ","          178265-MS ","drilling","Cost Benefit Analysis of Vegetable Oils Used As Alternatives to Diesel in the Formulation of Oil-Based Drilling Muds","          Conference Paper","Agwu, Okorie E., Department of Chemical & Petroleum Engineering, University of Uyo, Uyo"
"            2017","          SPE ","          185507-MS ","drilling","Redistribution of Steam Injection in Heavy Oil Reservoir Management to Improve EOR Economics, Powered by a Unique Integration of Reservoir Physics and Machine Learning","          Conference Paper","Sarma, Pallav, Tachyus Inc."
"            2014","          IPTC ","          17429-MS ","reservoir","Determination of Reservoir Permeability Based on Irreducible Water Saturation and Porosity from Log Data and FZI (Flow Zone Indicator) from Core Data","          Conference Paper","Fazel Alavi, M., Senergy AS"
"            2015","          SPE ","          175564-MS ","production","Root-Cause Identification and Production Diagnostic for Gas Wells with Plunger Lift","          Conference Paper","Singh, Ajay, Halliburton"
"            2017","          SPE ","          183800-MS ","reservoir","An Innovative Approach for Integrated Characterization and Modeling of a Complex Carbonate Reservoir","          Conference Paper","Ben Amor, F., Schlumberger Overseas S.A."
"            2000","          SPE ","          63258-MS ","drilling","NMR Signal Pattern Classification for Estimation of Petrophysical Properties","          Conference Paper","Rodrigues, Patricia, PDVSA Intevep"
"            2015","          SPE ","          175558-MS ","stimulation","Integrated Characterization and Modeling of Faults and Fractures: Their Impact on Reservoir Performance with Changing In-situ Stresses, Abu Dhabi","          Conference Paper","Edris, M. A. Ali, ADCO"
"            2010","          SPE ","          140619-MS ","reservoir","Managing Reservoir Uncertainty in Gas Field Development Using Experimental Design","          Conference Paper","Itotoi, Ibiada Harrison, SNEPCO"
"            2000","          SPWLA ","          2000-PP ","geology","A New Tool For Electro-Facies Analysis: Multi-Resolution Graph-Based Clustering","          Conference Paper","Ye, Shin-Ju, Halliburton Energy Services"
"            2007","          SPE ","          108274-MS ","reservoir","Stochastic Modeling and Uncertainty Analysis of Mature Fields","          Conference Paper","Campozana, Fernando Placido, Petrobras"
"            2014","          ISRM ","          YSS-2014-068 ","reservoir","Stability Analysis and Blasting Caving Treatment of the Complex Goaf System","          Conference Paper","Wang, D. S., University of Science and Technology Beijing"
"            2014","          IPTC ","          17931-MS ","reservoir","Downhole Fluid Analysis Tools and Methods: Laboratory Measurements vs. Downhole Fluid Analysis","          Conference Paper","Nagarajan, Narayana Rao, Hess Corp."
"            2007","          SPE ","          106577-MS ","drilling","Robust Well Cost Estimation Using Support Vector Machine Model","          Conference Paper","Buddharaju, Pradeep, University of Houston"
"            2013","          SPE ","          164459-MS ","stimulation","A Novel Workflow for Fracture Characterization And Well Placement Using BHI Data in WBM and OBM in deep Unconventional reservoirs of North Kuwait","          Conference Paper","Acharya, Mihira N., Kuwait Oil Company"
"            2015","          SPE ","          173334-MS ","reservoir","Do Data Mining Methods Matter?: A Wolfcamp Shale Case Study","          Conference Paper","Zhong, Ming, Baker Hughes"
"            2013","          SPE ","          167329-MS ","stimulation","A Novel Workflow For Fracture Characterization And Well Placement Using BHI Data In WBM And OBM In Deep Unconventional Reservoirs Of North Kuwait","          Conference Paper","Acharya, Mihira Narayan, Kuwait Oil Company"
"            2017","          ISOPE ","          I-17-481 ","drilling","Improvement of Structural Monitoring of Jacket Platform","          Conference Paper","Rizzo, Michele, University of Florence"
"            2012","          SPE ","          161859-MS ","drilling","Delineation and Extraction of Karst and other collapse features in Giant Oil Field Offshore Abu Dhabi, UAE","          Conference Paper","Lakhlifi, Assia, Schlumberger"
"            2011","          IPTC ","          14817-MS ","reservoir","Application of PSDM Imaging for Reservoir Characterisation in the Northern Malay Basin: A Case Study","          Conference Paper","Michel, Loic, CGGVeritas"
"            2013","          SPE ","          167392-MS ","reservoir","Application of Linear and Partial Correlation Techniques to Enhance the Waterflooding Surveillance Process","          Conference Paper","Villamizar, M., Halliburton"
"            1996","          SPE ","          35160-MS ","logging","Characterization of Rock Types With Mixed Wettability Using Log and Core Data - DOE Project Welch Field, Dawson County, Texas","          Conference Paper","Hinterlong, G.D., Oxy USA Inc."
"            2016","          OTC ","          27127-MS ","drilling","Application of an Advanced Data Analytics Methodology to Predict Hydrocarbon Recovery Factor Variance Between Early Phases of Appraisal and Post-Sanction in Gulf of Mexico Deep Offshore Assets","          Conference Paper","Gupta, S., Frontender Corporation"
"            2011","          IPTC ","          15300-MS ","stimulation","Fracture Characterization using Borehole Image Logs and Seismic Data to Define a Successful Drilling Target in the Fractured Basement - A Case Study from the Nam Con Son Basin, Southern Offshore Vietn…","          Conference Paper","Li, Bingjian, Schlumberger"
"            2016","          ARMA ","          2016-455 ","reservoir","Comparison of Different Methods to Estimate Uniaxial Compressive Strength in a Barnett Shale","          Conference Paper","Lee, J. S., Chesapeake Energy Corporation"
"            2000","          SPE ","          64282-MS ","reservoir","Waterflood Residual Oil Saturation - The Buffalo Field, Timor Sea","          Conference Paper","Behrenbruch, Peter, BHP Petroleum"
"            2005","          NACE ","          05216 ","drilling","Behavior of Galvanized Steel in Tropical Marine Environments","          Conference Paper","de Rincon, Oladis, Centro de Estudios de Corrosion"
"            2013","          SPE ","          164443-MS ","production","From Empirical To Micro-scale Modeling Of Multiphase Flow; Bridging The Gap Of R&D","          Conference Paper","Al Qahtani, Abdullah, King Fahd University of Petroleum and Minerals"
"            2010","          SPE ","          136949-MS ","drilling","Optimized Field Development of an Offshore Carbonate Reservoir in Saudi Arabia","          Conference Paper","Dismuke, Carl T., Saudi Aramco"
"            1994","          WPC ","          26104 ","geophysics","[1]4 Seismic Interpretation Today and Tomorrow","          Conference Paper","Hickson, J. M., Exxon Exploration Company, USA"
"            2014","          SPE ","          170962-MS ","drilling","Multivariate Control for Managed Pressure Drilling Systems Using High Speed Telemetry","          Conference Paper","Asgharzadeh Shishavan, Reza, Brigham Young University"
"            2003","          SPE ","          83978-MS ","reservoir","Promoting Real-Time Optimization of Hydrocarbon Producing Systems","          Conference Paper","Saputelli, L.A., PDVSA"
"            2014","          SPE ","          167778-MS ","reservoir","Estimation of Stimulated Reservoir Volume Using the Concept of Shale Capacity and Its Validation With Microseismic and Well Performance","          Conference Paper","Ouenes, A., SIGMA3"
"            2015","          SPE ","          176732-RU ","drilling","Information and Analytical System for Prevention of Drilling Fluid Loss (Russian)","          Conference Paper","Lind, Yuliya B., BashNIPIneft LLC"
"            2015","          SPE ","          175560-MS ","reservoir","Multi-scale Reservoir Characterisation from Pore Scale to Simulation Scale: Concepts and Workflows","          Conference Paper","Curtis, Alan A., FEI Australia Pty Ltd and Petrotype Pty Ltd"
"            2008","          SPE ","          116955-MS ","reservoir","Prediction Of Oil And Gas Bearing Potential Of Low-Permeability Reservoirs Within Sedimentary Clinoform Formations In Kondinsko-Priobskaya Oil And Gas Zone.","          Conference Paper","Kruchkova, Tatyana, IRDC"
"            2006","          SPE ","          100253-MS ","reservoir","Schedule Optimisation to Complement Assisted History Matching And Prediction Under Uncertainty","          Conference Paper","Jutila, Heikki Armas, Heikki Jutila & Associates"
"            2004","          SPE ","          91040-MS ","drilling","Impacts of Petrophysical Cut-Offs in Reservoir Models","          Conference Paper","Lalanne, Bruno J.P., Total"
"            2014","          SPE ","          168979-MS ","reservoir","CO2-Based Enhanced Oil Recovery from Unconventional Reservoirs: A Case Study of the Bakken Formation","          Conference Paper","Liu, G., University of North Dakota"
"            2015","          SPE ","          176931-MS ","stimulation","Sweet Spot Identification and Prediction of Frac Stage Performance Using Geology, Geophysics, and Geomechanics - Application to the Longmaxi Formation, China","          Conference Paper","Yang, X., SCGC"
"            2012","          SPE ","          151223-MS ","stimulation","Post-Frac Production Analysis of Horizontal Completions in CANA Woodford Shale","          Conference Paper","Grieser, William Vincent, Halliburton Energy Services Group"
"            2013","          SPE ","          164676-MS ","drilling","Carbonate Reservoir Characterization at Different Scales: Proving the Value of Integration","          Conference Paper","Canas, Jesus A., Schlumberger"
"            2011","          SPE ","          149496-MS ","reservoir","Integration of Seismic Data and a Triple Porosity Model for Interpretation of Tight Gas Formations in the Western Canada Sedimentary Basin","          Conference Paper","Castillo, Fernando, U. of Calgary"
"            2010","          SPE ","          138446-MS ","reservoir","Lessons Learned Developing the Eagle Ford Shale","          Conference Paper","Mullen, Jacky, Halliburton"
"            2015","          ISRM ","          13CONGRESS-2015-186 ","geology","Determination and Estimation of Uniaxial Compressive Strength for Macau Granite","          Conference Paper","Ng, I. T., University of Macau"
"            2014","          ISRM ","          ARMS8-2014-144 ","drilling","Information and Communications Technology for the Construction of Underground Powerhouse Cavern in the Kyogoku Hydropower Project","          Conference Paper","Toma, S., Hokkaido Electric Power Co., Inc."
